N,P,K,Temperature,Humidity,Ph,Rain,Crop
35.44,63.27,57.36,17.79,60.57,7.44,88.85,Black Gram (Urd Beans)(Whole)
7.56,15.46,37.13,16.61,91.65,5.97,104.79,Pomegranate
75.0,39.65,43.08,23.04,88.31,7.42,239.37,Rice
28.95,72.09,20.38,28.19,58.54,5.79,127.66,Arhar (Tur/Red Gram)(Whole)
40.91,62.44,29.54,16.05,17.64,5.93,80.08,Arhar (Tur/Red Gram)(Whole)
36.8,59.83,15.43,28.81,81.23,6.7,79.23,Green Gram (Moong)(Whole)
75.56,43.92,21.31,21.76,65.04,6.48,74.49,Apple
3.01,28.51,34.37,15.52,93.36,5.69,100.06,Pomegranate
103.29,91.12,49.15,28.97,76.51,6.71,197.88,Banana
24.76,132.58,202.74,28.24,78.09,6.06,61.39,Grapes
36.02,58.71,22.45,32.46,65.85,6.63,66.36,Green Gram (Moong)(Whole)
20.51,35.51,26.87,27.41,47.36,5.34,80.54,Mango
75.43,49.95,40.39,22.68,65.71,7.07,96.62,Bhindi(Ladies Finger)
94.64,84.8,44.25,27.94,82.5,6.36,112.94,Banana
43.93,66.53,33.87,15.84,43.73,6.06,124.99,Arhar (Tur/Red Gram)(Whole)
6.27,20.19,35.17,16.48,93.04,6.36,107.96,Pomegranate
99.46,66.34,43.18,21.53,75.52,7.03,210.78,Banana
11.85,131.52,203.47,29.39,77.56,6.14,72.25,Grapes
26.05,44.98,25.75,26.25,51.44,6.13,99.2,Mango
25.83,77.97,23.7,24.07,55.78,7.4,88.59,Black Gram (Urd Beans)(Whole)
4.51,23.87,20.47,33.59,56.36,5.42,80.22,Mango
14.16,65.54,22.75,27.12,46.3,6.26,90.17,Arhar (Tur/Red Gram)(Whole)
6.01,17.7,34.76,15.55,94.88,5.6,118.77,Pomegranate
94.74,61.18,46.89,22.34,69.11,6.15,93.38,Bhindi(Ladies Finger)
8.58,42.29,22.9,34.23,46.84,6.24,88.66,Mango
94.72,86.35,44.75,23.23,75.28,6.12,215.28,Banana
12.82,67.52,39.49,22.67,35.42,6.25,113.84,Arhar (Tur/Red Gram)(Whole)
24.21,72.21,47.76,20.37,21.76,7.37,98.8,Black Gram (Urd Beans)(Whole)
80.57,45.66,30.47,23.83,58.48,6.18,65.8,Apple
62.95,41.69,42.54,21.64,84.35,7.17,222.02,Rice
4.6,20.63,32.61,16.93,88.88,5.5,112.32,Pomegranate
44.99,65.72,27.75,16.38,21.9,6.58,137.72,Black Gram (Urd Beans)(Whole)
16.17,129.86,201.13,31.87,77.64,6.34,66.03,Grapes
37.44,53.76,18.28,30.92,66.63,7.03,43.14,Green Gram (Moong)(Whole)
86.91,48.12,36.46,29.69,72.95,7.21,101.14,Bhindi(Ladies Finger)
15.31,58.03,26.06,34.73,46.17,4.59,80.42,Mango
62.82,53.26,44.93,23.21,80.97,7.34,218.34,Rice
18.3,59.17,21.73,30.54,74.61,6.62,58.0,Green Gram (Moong)(Whole)
99.67,58.57,21.64,21.77,59.06,5.6,66.6,Apple
64.55,54.64,40.5,20.37,86.73,7.12,250.18,Rice
79.72,61.96,49.18,22.99,74.12,6.56,93.5,Bhindi(Ladies Finger)
71.37,46.73,45.51,27.26,69.85,6.78,91.55,Bhindi(Ladies Finger)
104.23,89.56,46.58,26.29,83.77,5.98,192.46,Banana
78.3,45.22,28.56,21.17,50.72,5.76,63.18,Apple
6.46,17.91,32.03,23.02,86.47,5.7,112.87,Pomegranate
31.62,54.8,21.85,34.16,61.29,7.24,54.59,Green Gram (Moong)(Whole)
33.87,66.35,18.32,22.79,63.55,5.81,101.76,Arhar (Tur/Red Gram)(Whole)
64.62,41.21,42.2,25.18,85.88,7.33,288.68,Rice
83.11,52.72,40.62,26.32,75.28,7.1,86.85,Bhindi(Ladies Finger)
87.18,79.67,42.32,29.54,80.31,6.53,93.42,Banana
77.15,64.65,45.15,24.22,68.88,7.43,87.17,Bhindi(Ladies Finger)
2.66,25.76,37.1,24.24,91.59,5.9,116.77,Pomegranate
89.39,77.01,49.57,23.37,76.54,5.63,192.13,Banana
72.15,39.12,42.48,23.6,83.39,7.28,260.59,Rice
29.35,133.64,185.61,30.53,77.64,6.29,60.66,Grapes
93.94,76.37,43.9,29.36,82.65,6.9,207.82,Banana
23.95,57.8,15.54,34.48,63.61,7.23,71.68,Green Gram (Moong)(Whole)
52.82,78.51,59.64,22.86,34.16,6.99,114.25,Black Gram (Urd Beans)(Whole)
23.15,72.66,35.28,18.39,31.73,5.86,83.19,Arhar (Tur/Red Gram)(Whole)
95.44,65.48,44.7,29.36,83.09,5.54,157.4,Banana
20.18,61.68,39.55,17.99,49.49,5.89,88.51,Arhar (Tur/Red Gram)(Whole)
14.4,131.63,191.81,30.58,84.13,6.26,63.69,Grapes
7.88,29.61,34.53,24.3,89.91,6.2,107.66,Pomegranate
96.41,53.22,33.45,21.48,53.8,6.59,90.96,Apple
28.64,57.42,21.36,26.28,76.8,7.06,43.45,Green Gram (Moong)(Whole)
11.79,137.78,187.43,31.72,78.27,6.01,71.61,Grapes
20.53,147.54,207.87,28.56,84.0,6.25,71.87,Grapes
45.3,74.47,44.15,27.48,20.19,6.87,86.13,Black Gram (Urd Beans)(Whole)
79.06,47.94,31.65,22.45,63.18,6.47,64.12,Apple
71.13,38.95,40.04,23.65,87.59,7.27,295.36,Rice
45.75,74.48,70.87,26.37,15.03,7.38,97.1,Black Gram (Urd Beans)(Whole)
18.66,56.84,20.32,29.36,69.55,6.98,43.72,Green Gram (Moong)(Whole)
36.33,61.58,38.87,25.28,61.66,6.05,138.54,Arhar (Tur/Red Gram)(Whole)
24.87,123.96,180.36,31.81,84.26,6.38,77.5,Grapes
59.92,76.06,22.48,22.0,67.08,6.84,93.54,Black Gram (Urd Beans)(Whole)
68.81,36.83,40.83,23.4,81.74,7.26,249.26,Rice
29.25,72.02,25.46,19.07,22.66,6.19,88.3,Arhar (Tur/Red Gram)(Whole)
13.32,58.0,15.13,28.87,77.78,6.89,43.18,Green Gram (Moong)(Whole)
24.07,138.69,201.48,29.87,77.11,6.07,67.79,Grapes
79.82,48.45,40.35,24.2,88.63,6.05,230.25,Rice
20.57,137.29,187.09,31.78,79.74,6.05,61.31,Grapes
57.99,64.93,73.68,25.71,63.47,7.25,145.22,Black Gram (Urd Beans)(Whole)
19.84,70.14,23.19,23.72,57.71,6.22,93.32,Arhar (Tur/Red Gram)(Whole)
27.03,126.44,198.51,29.78,81.23,6.46,75.72,Grapes
65.35,37.7,42.75,25.33,86.86,6.69,288.01,Rice
63.75,47.25,40.23,20.34,85.72,6.95,218.12,Rice
31.11,63.31,20.98,18.49,61.91,6.3,134.07,Arhar (Tur/Red Gram)(Whole)
103.73,80.68,44.39,25.77,77.46,6.39,96.73,Banana
36.71,64.54,23.16,21.12,44.31,7.47,147.0,Black Gram (Urd Beans)(Whole)
7.0,58.53,24.63,26.0,50.07,6.26,84.96,Mango
33.76,56.04,27.22,26.31,45.29,4.73,88.09,Mango
33.03,52.08,20.72,32.09,81.42,7.12,43.9,Green Gram (Moong)(Whole)
77.66,64.9,48.21,27.65,75.04,6.65,86.26,Bhindi(Ladies Finger)
10.88,58.46,24.76,29.63,69.23,6.85,64.73,Green Gram (Moong)(Whole)
22.93,61.66,17.74,16.8,28.44,6.08,120.34,Arhar (Tur/Red Gram)(Whole)
36.81,33.41,30.88,25.08,59.5,5.9,82.15,Mango
9.4,40.84,30.74,32.81,55.68,4.65,82.48,Mango
2.75,25.73,39.65,16.98,90.78,6.39,105.78,Pomegranate
14.6,59.44,22.0,30.55,60.19,7.39,60.97,Green Gram (Moong)(Whole)
11.79,17.39,36.0,24.77,86.21,5.94,115.66,Pomegranate
15.15,22.03,27.85,27.15,48.08,5.58,91.61,Mango
68.81,39.08,43.59,23.35,85.18,7.43,229.7,Rice
32.38,57.9,31.5,25.59,58.84,5.3,89.31,Mango
88.33,63.83,41.79,27.08,72.07,7.2,91.47,Bhindi(Ladies Finger)
37.71,70.08,20.2,20.82,15.04,6.47,95.03,Arhar (Tur/Red Gram)(Whole)
88.27,77.29,43.96,27.83,84.62,6.52,201.41,Banana
12.11,120.41,197.03,28.12,77.71,6.27,60.21,Grapes
37.85,26.2,31.64,30.22,57.99,4.66,80.93,Mango
96.72,85.99,49.07,25.71,75.3,7.33,115.68,Banana
45.64,64.45,75.06,17.1,16.22,6.78,112.53,Black Gram (Urd Beans)(Whole)
31.16,26.81,31.6,34.77,52.45,6.35,94.26,Mango
60.88,46.9,42.82,26.13,84.82,7.07,289.51,Rice
81.26,52.19,37.74,28.6,73.58,6.92,80.81,Bhindi(Ladies Finger)
27.65,55.52,16.77,31.35,75.45,6.88,59.6,Green Gram (Moong)(Whole)
14.1,123.84,197.61,30.62,75.77,6.03,74.53,Grapes
91.89,76.83,44.18,21.25,79.88,7.13,210.94,Banana
43.77,63.04,57.29,27.07,20.47,6.77,71.37,Black Gram (Urd Beans)(Whole)
34.96,50.53,18.45,27.35,64.85,6.68,46.77,Green Gram (Moong)(Whole)
6.81,29.4,38.66,22.28,94.25,6.34,110.1,Pomegranate
24.1,55.77,20.68,31.24,68.55,6.82,47.66,Green Gram (Moong)(Whole)
79.11,37.75,42.29,23.69,89.74,7.42,253.26,Rice
26.55,128.03,193.42,31.67,75.66,6.05,61.1,Grapes
26.06,29.88,31.02,32.41,58.28,5.43,93.76,Mango
3.01,45.56,22.32,26.17,56.96,5.27,98.35,Mango
20.0,51.3,21.36,32.56,72.74,6.63,64.79,Green Gram (Moong)(Whole)
20.59,139.65,190.87,29.45,82.56,6.28,70.07,Grapes
19.13,62.85,32.93,18.03,63.44,6.37,111.6,Arhar (Tur/Red Gram)(Whole)
99.36,87.34,45.12,21.08,75.88,6.77,165.68,Banana
90.79,56.03,30.56,22.17,67.86,6.08,99.82,Apple
84.13,58.3,22.4,23.48,66.14,6.35,88.22,Apple
21.53,62.02,25.1,26.91,39.36,7.38,64.58,Black Gram (Urd Beans)(Whole)
22.4,47.43,31.06,34.87,58.63,4.97,91.0,Mango
10.87,24.88,39.39,19.66,87.95,5.83,112.63,Pomegranate
18.59,149.99,209.48,31.69,83.98,6.32,68.19,Grapes
35.77,71.9,20.79,29.92,32.68,5.91,120.0,Arhar (Tur/Red Gram)(Whole)
8.39,28.9,38.91,19.35,93.5,6.42,103.35,Pomegranate
89.31,60.08,35.8,28.77,78.79,6.56,102.24,Bhindi(Ladies Finger)
89.37,77.66,44.94,29.03,79.41,7.22,141.28,Banana
23.92,68.57,20.77,25.21,17.25,5.6,109.58,Arhar (Tur/Red Gram)(Whole)
73.32,46.32,43.21,23.95,74.93,6.96,83.24,Bhindi(Ladies Finger)
4.81,58.29,33.1,32.14,50.34,5.02,93.03,Mango
84.47,37.68,32.53,24.86,63.84,5.87,69.36,Apple
11.37,57.73,30.85,27.25,58.98,6.39,88.68,Mango
4.25,41.63,34.23,26.94,54.65,4.56,83.2,Mango
12.05,18.98,39.04,23.95,91.6,6.34,104.34,Pomegranate
43.73,63.07,52.09,23.26,58.07,6.62,113.43,Black Gram (Urd Beans)(Whole)
72.55,58.17,51.2,28.01,79.3,7.47,96.87,Bhindi(Ladies Finger)
39.03,73.53,35.83,17.64,36.48,5.88,110.39,Arhar (Tur/Red Gram)(Whole)
13.97,127.64,188.42,31.51,80.46,6.33,69.82,Grapes
35.27,25.17,27.4,28.23,57.13,6.27,84.62,Mango
46.98,66.75,44.34,20.28,62.17,6.85,65.75,Black Gram (Urd Beans)(Whole)
26.68,48.03,26.11,28.37,58.57,6.16,99.47,Mango
87.45,91.13,47.59,27.14,79.78,7.47,228.55,Banana
2.7,24.82,33.46,21.73,87.16,6.33,111.71,Pomegranate
11.41,21.66,30.24,24.09,93.97,5.73,103.78,Pomegranate
70.27,52.61,50.86,29.59,65.83,7.19,98.31,Bhindi(Ladies Finger)
76.89,47.68,40.13,23.8,73.72,6.25,98.77,Bhindi(Ladies Finger)
15.59,21.01,26.66,33.32,55.3,5.79,86.66,Mango
38.64,38.19,24.61,26.8,51.94,4.76,93.28,Mango
13.92,53.4,19.31,31.5,80.94,6.97,58.42,Green Gram (Moong)(Whole)
73.13,38.87,43.76,22.57,87.96,7.31,299.04,Rice
88.17,63.84,43.91,26.77,68.93,6.83,86.04,Bhindi(Ladies Finger)
11.08,54.18,17.3,27.13,62.72,7.32,54.98,Green Gram (Moong)(Whole)
77.61,41.42,26.57,24.18,65.91,5.71,91.56,Apple
15.86,72.94,34.34,23.32,34.63,6.13,88.88,Arhar (Tur/Red Gram)(Whole)
11.27,71.47,25.42,28.99,32.72,5.9,104.8,Arhar (Tur/Red Gram)(Whole)
27.62,72.24,22.71,28.63,64.64,5.94,102.88,Arhar (Tur/Red Gram)(Whole)
12.33,122.74,191.39,29.39,81.72,6.4,66.99,Grapes
101.35,67.05,47.76,27.82,80.79,6.51,102.2,Banana
70.07,42.18,43.4,22.62,82.56,7.17,266.46,Rice
14.59,67.09,15.26,29.96,25.94,6.03,97.41,Arhar (Tur/Red Gram)(Whole)
97.66,62.7,41.08,24.19,77.29,6.13,110.24,Banana
5.57,54.06,30.77,26.24,50.23,5.23,98.78,Mango
34.08,70.6,34.93,21.18,38.33,6.12,81.67,Arhar (Tur/Red Gram)(Whole)
11.64,136.88,198.59,28.44,77.75,6.45,78.41,Grapes
14.53,60.46,21.02,25.08,18.18,5.9,93.66,Arhar (Tur/Red Gram)(Whole)
36.18,63.08,20.79,19.85,46.17,5.83,112.01,Arhar (Tur/Red Gram)(Whole)
22.47,133.69,194.0,28.98,78.23,6.43,74.49,Grapes
7.18,29.77,34.68,20.25,92.87,6.02,116.75,Pomegranate
35.62,51.43,17.64,28.59,67.53,7.19,56.79,Green Gram (Moong)(Whole)
58.83,70.95,74.19,19.05,58.5,7.18,88.19,Black Gram (Urd Beans)(Whole)
97.58,80.25,47.24,23.62,83.5,6.72,206.77,Banana
36.98,59.93,20.07,30.59,53.58,5.39,97.21,Mango
10.72,70.69,33.36,22.19,33.46,5.59,134.65,Arhar (Tur/Red Gram)(Whole)
14.07,130.97,194.14,30.3,78.94,6.16,72.01,Grapes
95.29,79.61,45.68,24.1,84.59,7.31,134.56,Banana
27.99,61.77,24.78,27.94,32.03,7.43,135.66,Black Gram (Urd Beans)(Whole)
39.01,63.74,57.74,23.99,16.61,7.2,70.52,Black Gram (Urd Beans)(Whole)
29.46,56.08,21.25,29.41,69.75,7.06,77.01,Green Gram (Moong)(Whole)
99.24,63.47,44.32,20.65,83.13,6.58,108.53,Banana
22.37,21.51,31.69,33.24,52.34,4.51,93.14,Mango
5.36,24.04,34.2,18.58,91.17,6.45,109.66,Pomegranate
2.47,24.33,32.23,17.62,91.73,5.54,102.0,Pomegranate
94.75,93.96,48.19,23.82,76.23,6.97,197.53,Banana
28.93,28.96,22.95,32.85,54.48,6.31,99.45,Mango
27.88,57.56,22.75,25.93,84.91,6.67,62.81,Green Gram (Moong)(Whole)
26.92,67.68,36.81,27.94,16.3,7.25,119.4,Black Gram (Urd Beans)(Whole)
91.77,34.59,26.26,24.67,50.42,6.5,83.5,Apple
25.66,56.82,16.76,30.58,66.47,7.16,64.25,Green Gram (Moong)(Whole)
94.01,49.06,41.01,25.08,79.55,7.09,100.87,Bhindi(Ladies Finger)
9.04,27.87,31.84,22.08,87.38,5.97,114.88,Pomegranate
29.32,146.75,206.83,31.84,82.89,6.35,70.85,Grapes
91.72,55.0,47.43,24.25,77.04,6.84,92.9,Bhindi(Ladies Finger)
11.32,24.4,33.9,22.03,90.5,5.71,109.46,Pomegranate
51.17,60.48,79.3,21.59,26.65,6.72,75.41,Black Gram (Urd Beans)(Whole)
71.77,46.27,44.01,26.07,86.48,6.57,223.95,Rice
99.11,81.97,42.01,23.55,82.32,7.17,123.66,Banana
42.93,77.61,58.02,27.15,47.65,6.9,86.19,Black Gram (Urd Beans)(Whole)
70.8,54.75,28.84,22.48,54.28,5.57,99.22,Apple
94.67,65.76,42.13,23.74,79.17,6.83,185.72,Banana
4.32,27.56,34.09,15.25,91.9,5.72,112.62,Pomegranate
23.16,129.55,205.51,30.36,81.94,6.06,77.2,Grapes
69.25,50.35,43.43,23.98,80.11,6.8,218.22,Rice
27.26,53.3,21.06,34.44,81.98,7.3,54.44,Green Gram (Moong)(Whole)
58.37,67.46,47.78,25.08,51.03,6.98,83.56,Black Gram (Urd Beans)(Whole)
98.96,56.07,20.69,21.81,51.23,6.93,64.97,Apple
84.01,47.54,44.8,27.88,66.4,7.04,99.35,Bhindi(Ladies Finger)
90.51,53.01,21.14,20.24,60.79,6.11,77.21,Apple
64.11,35.08,43.41,23.1,83.03,6.68,268.78,Rice
74.27,45.83,40.15,23.09,83.33,6.4,267.15,Rice
6.78,24.32,36.07,23.87,85.58,5.93,104.34,Pomegranate
17.5,33.46,24.83,25.65,55.38,5.16,82.46,Mango
33.59,65.85,32.87,25.44,47.27,6.37,125.22,Arhar (Tur/Red Gram)(Whole)
19.36,141.38,193.39,28.41,78.58,6.26,71.57,Grapes
71.2,38.69,41.21,26.35,81.62,6.22,287.82,Rice
74.01,54.1,42.58,24.11,83.31,7.04,241.97,Rice
20.41,41.78,29.98,30.42,56.68,5.22,80.2,Mango
48.03,67.58,73.74,26.01,17.65,6.99,69.58,Black Gram (Urd Beans)(Whole)
95.88,46.68,36.76,24.89,67.88,5.65,66.34,Apple
31.91,55.45,20.34,28.52,49.92,4.68,89.61,Mango
33.44,51.76,19.54,27.59,74.41,6.95,59.65,Green Gram (Moong)(Whole)
25.97,50.41,18.29,33.94,67.1,6.61,63.55,Green Gram (Moong)(Whole)
35.19,57.58,23.4,34.95,75.3,7.3,45.44,Green Gram (Moong)(Whole)
77.63,54.82,24.25,22.66,64.06,6.45,81.66,Apple
17.9,58.9,22.27,25.46,48.25,4.7,96.16,Mango
21.1,55.84,19.25,29.1,80.21,7.43,60.01,Green Gram (Moong)(Whole)
79.23,54.19,42.73,23.17,80.38,6.86,212.06,Rice
85.56,64.17,45.73,23.29,66.89,6.69,90.64,Bhindi(Ladies Finger)
27.92,133.82,199.75,30.67,75.4,6.18,75.88,Grapes
14.84,67.95,37.93,24.42,46.58,6.19,138.37,Arhar (Tur/Red Gram)(Whole)
77.8,39.29,40.92,24.48,85.97,7.32,269.12,Rice
6.7,23.13,32.33,30.22,48.76,4.88,83.98,Mango
90.11,60.72,42.75,28.33,75.73,7.29,93.45,Bhindi(Ladies Finger)
37.25,74.08,30.15,25.06,49.22,5.52,89.46,Arhar (Tur/Red Gram)(Whole)
76.86,63.03,40.47,28.04,69.73,6.86,101.98,Bhindi(Ladies Finger)
86.95,50.46,46.61,22.49,79.06,6.67,83.06,Bhindi(Ladies Finger)
40.94,60.02,23.06,20.27,60.23,6.39,122.86,Arhar (Tur/Red Gram)(Whole)
90.49,71.33,46.38,22.57,75.83,6.93,181.67,Banana
29.16,46.31,24.26,27.19,54.38,5.38,88.32,Mango
31.24,72.01,30.78,22.62,60.85,6.22,112.11,Arhar (Tur/Red Gram)(Whole)
86.34,34.2,38.85,22.76,53.93,6.42,94.57,Apple
24.86,135.42,194.42,29.17,79.35,6.42,79.49,Grapes
97.94,64.21,49.52,27.01,75.41,6.83,136.17,Banana
76.36,52.36,38.79,27.06,78.71,6.87,97.68,Bhindi(Ladies Finger)
100.53,73.49,49.89,22.79,82.94,5.74,191.27,Banana
89.32,77.83,43.29,29.62,81.02,7.32,226.95,Banana
72.86,36.61,42.54,26.76,83.29,6.12,228.39,Rice
90.13,46.64,40.18,27.21,79.72,6.1,102.46,Bhindi(Ladies Finger)
28.99,55.95,19.52,25.52,74.71,6.69,43.87,Green Gram (Moong)(Whole)
86.99,82.77,44.11,27.57,76.01,6.71,117.31,Banana
76.09,52.73,41.25,26.05,87.53,6.64,236.16,Rice
11.96,21.51,32.77,17.98,92.51,6.1,111.25,Pomegranate
72.05,40.49,44.21,26.69,83.3,6.88,221.46,Rice
44.63,71.22,26.1,16.16,28.68,6.35,121.33,Arhar (Tur/Red Gram)(Whole)
98.04,64.67,46.44,27.97,83.85,5.62,164.12,Banana
91.02,75.2,44.47,22.72,85.0,7.18,190.87,Banana
17.37,56.07,18.82,30.34,76.67,6.84,62.82,Green Gram (Moong)(Whole)
71.75,36.29,40.49,20.93,85.93,6.45,247.36,Rice
86.71,78.14,48.87,25.02,75.73,7.07,111.06,Banana
91.34,45.53,42.43,23.67,76.88,7.03,97.83,Bhindi(Ladies Finger)
18.22,55.31,16.65,31.84,63.49,6.77,76.05,Green Gram (Moong)(Whole)
76.13,51.22,34.41,22.0,50.31,5.91,76.14,Apple
24.44,135.26,202.57,29.79,81.56,6.07,69.03,Grapes
15.77,146.43,188.26,30.75,81.09,6.0,60.66,Grapes
37.61,55.03,28.36,25.3,56.86,4.95,80.54,Mango
25.56,149.3,183.96,30.07,75.19,6.43,65.46,Grapes
11.08,23.58,35.07,21.6,89.59,5.71,118.46,Pomegranate
92.29,64.39,46.54,23.66,77.5,6.06,90.42,Bhindi(Ladies Finger)
10.11,66.69,32.07,27.24,21.08,5.87,97.28,Arhar (Tur/Red Gram)(Whole)
25.24,148.74,206.85,28.09,83.62,6.36,74.51,Grapes
32.9,61.74,22.67,23.25,20.99,5.74,127.78,Arhar (Tur/Red Gram)(Whole)
8.35,17.78,39.29,17.39,86.91,5.59,115.84,Pomegranate
33.39,63.96,24.88,23.06,16.16,6.75,103.55,Black Gram (Urd Beans)(Whole)
39.04,43.45,30.43,30.97,52.06,6.31,97.55,Mango
4.88,47.69,32.95,31.37,45.36,5.28,97.45,Mango
23.13,50.23,22.55,29.56,81.93,6.53,50.7,Green Gram (Moong)(Whole)
94.81,51.14,35.97,25.82,69.97,6.84,92.07,Bhindi(Ladies Finger)
92.95,59.94,45.54,28.27,73.0,7.5,86.55,Bhindi(Ladies Finger)
37.84,51.27,19.56,27.97,62.7,7.41,77.41,Green Gram (Moong)(Whole)
28.13,55.37,16.62,32.71,66.46,7.23,52.68,Green Gram (Moong)(Whole)
12.56,56.64,15.55,31.48,66.92,7.05,78.85,Green Gram (Moong)(Whole)
30.29,66.23,24.76,25.67,46.98,6.52,61.88,Black Gram (Urd Beans)(Whole)
78.57,50.51,35.62,28.02,72.95,6.9,82.4,Bhindi(Ladies Finger)
76.51,46.42,42.51,22.69,84.76,6.46,298.05,Rice
69.32,52.25,42.98,21.81,88.45,7.13,236.64,Rice
92.78,78.83,46.01,28.01,83.19,6.08,205.85,Banana
9.0,58.15,25.51,30.05,53.28,5.83,87.9,Mango
24.84,74.06,44.5,27.0,27.89,6.58,129.02,Black Gram (Urd Beans)(Whole)
37.31,56.78,20.37,30.17,49.02,5.33,89.42,Mango
6.44,15.95,34.45,21.81,88.6,6.37,108.04,Pomegranate
17.31,28.62,26.23,30.16,51.34,6.04,97.14,Mango
43.83,61.1,20.66,23.98,46.39,5.64,111.96,Arhar (Tur/Red Gram)(Whole)
5.23,20.38,33.37,29.17,48.41,6.45,88.18,Mango
8.51,24.51,37.44,25.0,90.47,6.24,108.98,Pomegranate
41.59,61.44,77.68,17.69,69.64,6.72,129.95,Black Gram (Urd Beans)(Whole)
9.05,58.23,26.25,25.45,48.41,5.06,82.32,Mango
92.89,58.77,46.05,23.48,81.71,6.43,186.39,Banana
28.96,52.02,19.85,30.6,75.54,6.6,62.68,Green Gram (Moong)(Whole)
16.45,146.74,196.22,30.15,80.45,6.49,66.15,Grapes
38.42,50.84,18.48,27.53,74.19,7.3,56.14,Green Gram (Moong)(Whole)
24.03,132.34,196.3,31.9,75.32,6.25,77.16,Grapes
39.97,70.37,33.32,20.45,30.87,5.55,90.32,Arhar (Tur/Red Gram)(Whole)
12.3,15.52,35.63,18.72,91.71,6.29,100.24,Pomegranate
4.41,28.34,35.92,22.09,94.66,6.26,119.46,Pomegranate
21.33,70.61,37.47,24.36,40.68,5.7,90.2,Arhar (Tur/Red Gram)(Whole)
85.25,53.92,46.72,23.98,68.3,6.24,108.84,Bhindi(Ladies Finger)
27.27,63.33,61.78,24.41,32.68,6.57,64.01,Black Gram (Urd Beans)(Whole)
45.0,74.11,77.05,23.74,16.7,7.45,67.16,Black Gram (Urd Beans)(Whole)
76.11,37.65,44.71,20.61,80.35,7.12,229.85,Rice
18.75,139.48,196.39,30.17,80.04,6.43,76.3,Grapes
38.97,72.97,45.47,19.18,61.14,6.64,99.21,Black Gram (Urd Beans)(Whole)
31.28,34.65,30.04,29.86,54.07,6.35,84.51,Mango
89.84,56.54,38.87,23.27,65.6,7.25,85.65,Bhindi(Ladies Finger)
102.93,75.3,46.41,26.45,80.9,5.9,179.82,Banana
18.89,49.01,22.88,34.6,55.89,5.91,88.1,Mango
7.54,16.2,33.99,22.93,87.31,6.37,102.74,Pomegranate
44.91,75.14,30.81,21.76,56.82,7.44,89.47,Black Gram (Urd Beans)(Whole)
30.0,58.69,24.16,31.73,65.31,7.38,64.15,Green Gram (Moong)(Whole)
57.7,70.98,45.32,24.42,63.39,6.92,78.57,Black Gram (Urd Beans)(Whole)
23.84,21.6,20.72,33.22,53.48,4.94,95.87,Mango
53.79,61.13,66.0,17.23,25.63,6.89,144.61,Black Gram (Urd Beans)(Whole)
4.62,23.75,30.39,23.52,92.14,5.68,101.57,Pomegranate
99.11,35.84,28.91,22.95,55.75,5.98,93.24,Apple
39.51,71.26,15.01,25.91,16.57,5.84,122.32,Arhar (Tur/Red Gram)(Whole)
9.92,24.1,35.47,20.96,92.45,5.58,118.36,Pomegranate
77.67,50.81,43.4,20.51,80.02,6.34,250.55,Rice
3.34,21.38,32.11,19.16,86.24,5.89,115.49,Pomegranate
36.49,64.35,24.37,28.7,33.55,6.0,118.89,Arhar (Tur/Red Gram)(Whole)
69.71,52.8,40.31,23.92,87.5,6.2,256.43,Rice
64.18,40.77,40.93,26.2,88.61,6.43,246.5,Rice
33.22,52.6,22.5,25.56,79.28,7.16,78.71,Green Gram (Moong)(Whole)
26.79,25.01,23.2,25.48,57.92,5.37,96.65,Mango
25.18,123.8,185.68,28.17,78.85,6.45,68.11,Grapes
89.33,59.49,39.35,28.6,74.12,6.31,92.8,Bhindi(Ladies Finger)
43.78,69.2,39.46,21.47,57.34,5.82,114.6,Arhar (Tur/Red Gram)(Whole)
52.23,76.98,41.22,15.1,53.06,6.88,108.65,Black Gram (Urd Beans)(Whole)
38.23,54.86,23.39,28.04,62.31,6.78,43.38,Green Gram (Moong)(Whole)
21.88,52.88,15.42,27.18,67.49,7.04,43.09,Green Gram (Moong)(Whole)
92.22,73.79,47.62,25.56,81.57,5.89,136.45,Banana
34.96,71.05,16.06,17.54,44.09,5.76,120.25,Arhar (Tur/Red Gram)(Whole)
74.16,30.41,39.95,22.75,58.18,6.89,60.9,Apple
10.64,136.19,201.49,31.8,79.31,6.06,71.12,Grapes
87.86,53.83,48.15,24.48,71.17,6.02,102.0,Bhindi(Ladies Finger)
92.9,31.19,35.39,23.36,59.82,6.65,60.8,Apple
22.89,68.4,26.41,24.72,49.5,6.36,82.76,Arhar (Tur/Red Gram)(Whole)
9.59,29.91,34.19,20.56,86.11,5.57,104.6,Pomegranate
20.52,137.81,183.51,30.33,83.45,6.16,65.87,Grapes
2.99,48.08,24.31,29.15,57.74,5.04,81.4,Mango
81.72,41.83,34.48,20.42,69.96,5.88,63.86,Apple
100.89,84.86,42.56,20.54,80.44,6.77,166.97,Banana
74.23,57.56,51.46,28.39,66.8,6.62,104.82,Bhindi(Ladies Finger)
19.05,141.65,198.4,31.53,79.12,6.05,73.44,Grapes
3.72,15.18,30.22,17.46,89.95,5.96,116.73,Pomegranate
98.89,51.53,24.39,23.53,58.83,6.33,81.2,Apple
32.07,61.39,22.53,16.4,51.12,6.34,129.2,Arhar (Tur/Red Gram)(Whole)
92.94,88.1,42.15,29.45,79.96,5.78,209.93,Banana
